name	p_interaction	qvalue	label	condition	replicate	intensity	Protein.IDs	Majority.protein.IDs	Fasta.headers	Peptides	Razor...unique.peptides	Unique.peptides	Only.identified.by.site	Reverse	Potential.contaminant	Protein_ID	Gene_name	ID
FMO1	7.16988249837639e-4	0.015045287808672756	741_m_wt	m_wt	741	23.918434541653287	XP_005656702.1;NP_999229.1	XP_005656702.1;NP_999229.1	dimethylaniline monooxygenase [N-oxide-forming] 1 isoform X1 [Sus scrofa]; dimethylaniline monooxygenase [N-oxide-forming] 1 [Sus scrofa]	7	7	7	NA	NA	NA	XP_005656702	FMO1	XP_005656702
FMO1	7.16988249837639e-4	0.015045287808672756	741_sc_wt	sc_wt	741	24.025973563125508	XP_005656702.1;NP_999229.1	XP_005656702.1;NP_999229.1	dimethylaniline monooxygenase [N-oxide-forming] 1 isoform X1 [Sus scrofa]; dimethylaniline monooxygenase [N-oxide-forming] 1 [Sus scrofa]	7	7	7	NA	NA	NA	XP_005656702	FMO1	XP_005656702
FMO1	7.16988249837639e-4	0.015045287808672756	743_m_wt	m_wt	743	NA	XP_005656702.1;NP_999229.1	XP_005656702.1;NP_999229.1	dimethylaniline monooxygenase [N-oxide-forming] 1 isoform X1 [Sus scrofa]; dimethylaniline monooxygenase [N-oxide-forming] 1 [Sus scrofa]	7	7	7	NA	NA	NA	XP_005656702	FMO1	XP_005656702
FMO1	7.16988249837639e-4	0.015045287808672756	743_sc_wt	sc_wt	743	24.78696034093194	XP_005656702.1;NP_999229.1	XP_005656702.1;NP_999229.1	dimethylaniline monooxygenase [N-oxide-forming] 1 isoform X1 [Sus scrofa]; dimethylaniline monooxygenase [N-oxide-forming] 1 [Sus scrofa]	7	7	7	NA	NA	NA	XP_005656702	FMO1	XP_005656702
FMO1	7.16988249837639e-4	0.015045287808672756	744_m_midy	m_midy	744	24.04859862233436	XP_005656702.1;NP_999229.1	XP_005656702.1;NP_999229.1	dimethylaniline monooxygenase [N-oxide-forming] 1 isoform X1 [Sus scrofa]; dimethylaniline monooxygenase [N-oxide-forming] 1 [Sus scrofa]	7	7	7	NA	NA	NA	XP_005656702	FMO1	XP_005656702
FMO1	7.16988249837639e-4	0.015045287808672756	744_sc_midy	sc_midy	744	NA	XP_005656702.1;NP_999229.1	XP_005656702.1;NP_999229.1	dimethylaniline monooxygenase [N-oxide-forming] 1 isoform X1 [Sus scrofa]; dimethylaniline monooxygenase [N-oxide-forming] 1 [Sus scrofa]	7	7	7	NA	NA	NA	XP_005656702	FMO1	XP_005656702
FMO1	7.16988249837639e-4	0.015045287808672756	745_m_wt	m_wt	745	23.88743929544714	XP_005656702.1;NP_999229.1	XP_005656702.1;NP_999229.1	dimethylaniline monooxygenase [N-oxide-forming] 1 isoform X1 [Sus scrofa]; dimethylaniline monooxygenase [N-oxide-forming] 1 [Sus scrofa]	7	7	7	NA	NA	NA	XP_005656702	FMO1	XP_005656702
FMO1	7.16988249837639e-4	0.015045287808672756	745_sc_wt	sc_wt	745	23.703665361519867	XP_005656702.1;NP_999229.1	XP_005656702.1;NP_999229.1	dimethylaniline monooxygenase [N-oxide-forming] 1 isoform X1 [Sus scrofa]; dimethylaniline monooxygenase [N-oxide-forming] 1 [Sus scrofa]	7	7	7	NA	NA	NA	XP_005656702	FMO1	XP_005656702
TTC38	7.19362332346595e-4	0.015045287808672756	736_m_wt	m_wt	736	24.094745235517784	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	736_sc_wt	sc_wt	736	23.87098323062489	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	737_m_midy	m_midy	737	23.942974752571157	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	737_sc_midy	sc_midy	737	24.237612025524616	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	738_m_wt	m_wt	738	24.141723615929315	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	738_sc_wt	sc_wt	738	23.693704739225286	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	739_m_midy	m_midy	739	23.845558961999014	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	739_sc_midy	sc_midy	739	24.098123348881344	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	740_m_midy	m_midy	740	24.143593098453284	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	740_sc_midy	sc_midy	740	24.20269539610669	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	741_m_wt	m_wt	741	23.934001065363898	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	741_sc_wt	sc_wt	741	23.881103502341187	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	743_m_wt	m_wt	743	23.91661353157764	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	743_sc_wt	sc_wt	743	23.881383610106532	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	744_m_midy	m_midy	744	24.179344212138545	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	744_sc_midy	sc_midy	744	24.600935552979678	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	745_m_wt	m_wt	745	24.161387181782167	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
TTC38	7.19362332346595e-4	0.015045287808672756	745_sc_wt	sc_wt	745	23.6187412638006	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	XP_003125999.3;XP_020947036.1;XP_013843636.1;XP_013843637.1	tetratricopeptide repeat protein 38 isoform X3 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X2 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X1 [Sus scrofa]; tetratricopeptide repeat protein 38 isoform X4 [Sus scrofa]	7	7	7	NA	NA	NA	XP_003125999	TTC38	XP_003125999
HCLS1	0.0019825817715975534	0.02974086701067755	736_m_wt	m_wt	736	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	736_sc_wt	sc_wt	736	23.481237740050666	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	737_m_midy	m_midy	737	23.83836298205717	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	737_sc_midy	sc_midy	737	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	738_m_wt	m_wt	738	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	738_sc_wt	sc_wt	738	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	739_m_midy	m_midy	739	23.491549763484002	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	739_sc_midy	sc_midy	739	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	740_m_midy	m_midy	740	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	740_sc_midy	sc_midy	740	23.4854205375053	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	741_m_wt	m_wt	741	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	741_sc_wt	sc_wt	741	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	743_m_wt	m_wt	743	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	743_sc_wt	sc_wt	743	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	744_m_midy	m_midy	744	24.011117352990155	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	744_sc_midy	sc_midy	744	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	745_m_wt	m_wt	745	NA	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
HCLS1	0.0019825817715975534	0.02974086701067755	745_sc_wt	sc_wt	745	23.577500745605967	XP_013836417.1	XP_013836417.1	hematopoietic lineage cell-specific protein [Sus scrofa]	3	3	3	NA	NA	NA	XP_013836417	HCLS1	XP_013836417
MTX2	0.0025342136002635854	0.03539425269197619	736_m_wt	m_wt	736	21.999379353113795	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	736_sc_wt	sc_wt	736	22.2842141146051	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	737_m_midy	m_midy	737	23.57091651404624	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	737_sc_midy	sc_midy	737	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	738_m_wt	m_wt	738	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	738_sc_wt	sc_wt	738	22.310579500601424	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	739_m_midy	m_midy	739	22.090971710909464	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	739_sc_midy	sc_midy	739	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	740_m_midy	m_midy	740	22.548631913212354	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	740_sc_midy	sc_midy	740	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	741_m_wt	m_wt	741	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	741_sc_wt	sc_wt	741	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	743_m_wt	m_wt	743	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	743_sc_wt	sc_wt	743	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	744_m_midy	m_midy	744	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	744_sc_midy	sc_midy	744	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	745_m_wt	m_wt	745	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
MTX2	0.0025342136002635854	0.03539425269197619	745_sc_wt	sc_wt	745	NA	XP_013839744.1;NP_001038006.1;XP_020930378.1	XP_013839744.1;NP_001038006.1	metaxin-2 isoform X1 [Sus scrofa]; metaxin-2 [Sus scrofa]	3	3	3	NA	NA	NA	XP_013839744	MTX2	XP_013839744
